name,id,lat,lon,capacity
"Paddington Green Police Station, Paddington",408,51.51994326,-0.170704337,40
"Strata, Elephant & Castle",409,51.493146,-0.099828,41
"Edgware Road Station, Marylebone",410,51.519968,-0.169774,64
"Walworth Road, Elephant & Castle",411,51.49337264,-0.09968067,33
"Cleaver Street, Kennington",412,51.488105,-0.110121,17
"Chelsea Bridge, Pimlico",419,51.485821,-0.149004,15
"Southwark Station 1, Southwark",420,51.504043,-0.105312,37
"Southwark Station 2, Southwark",421,51.504044,-0.104778,45
"Eaton Square (South), Belgravia",423,51.49456127,-0.15393398,31
"Ebury Bridge, Pimlico",424,51.490491,-0.149186,29
"Harrington Square 2, Camden Town",425,51.533379,-0.139159,38
"Vincent Street, Pimlico",426,51.493072,-0.129925,17
"Cheapside, Bank",427,51.51397065,-0.09294031,43
"Exhibition Road, Knightsbridge",428,51.499917,-0.174554,20
"South Parade, Chelsea",430,51.48902,-0.17524,18
"Crinan Street, King's Cross",431,51.534474,-0.122203,20
"Exhibition Road Museums, South Kensington",432,51.496957,-0.173894,22
"Wren Street, Holborn",433,51.524564,-0.116279,33
"Kennington Station, Kennington",435,51.488852,-0.105593,23
"Red Lion Street, Holborn",436,51.51824,-0.11655,36
"Vauxhall Walk, Vauxhall",437,51.488124,-0.120903,27
"Killick Street, King's Cross",439,51.5338,-0.118677,22
"Kennington Oval, Oval",440,51.483145,-0.113134,33
"Sail Street, Vauxhall",441,51.495656,-0.114605,24
"Walmer Road, Avondale",442,51.510101,-0.211358,24
"Philpot Street, Whitechapel",443,51.515256,-0.058641,30
"Bethnal Green Garden, Bethnal Green",444,51.52568,-0.055312,24
"Cheshire Street, Bethnal Green",445,51.52388,-0.065076,28
"York Hall, Bethnal Green",446,51.528936,-0.055894,27
"Jubilee Crescent, Cubitt Town",447,51.493381,-0.007542,54
"Fisherman's Walk West, Canary Wharf",448,51.50623,-0.02296,36
"Shadwell Station, Shadwell",449,51.511088,-0.057159,35
"Jubilee Street, Stepney",450,51.515975,-0.053177,28
"Hermitage Court, Wapping",451,51.504719,-0.063531,16
"St. Katharine's Way, Tower",452,51.505697,-0.070542,24
"Garnet Street, Shadwell",453,51.508447,-0.055167,24
"Napier Avenue, Millwall",454,51.487679,-0.021582,20
"East Ferry Road, Cubitt Town",455,51.49447,-0.014409,17
"Parkway, Camden Town",456,51.538071,-0.144664,33
"Castlehaven Road, Camden Town",457,51.542138,-0.145393,29
"Wapping Lane, Wapping",458,51.504749,-0.057544,28
"Gunmakers Lane, Old Ford",459,51.535179,-0.03338,17
"Burdett Road, Mile End",460,51.516196,-0.029138,33
"Aston Street, Stepney",461,51.516,-0.038775,26
"Bonny Street, Camden Town",462,51.541603,-0.138853,45
"Thurtle Road, Haggerston",463,51.534776,-0.071881,22
"St. Mary & St. Michael Church, Stepney",464,51.51417,-0.052099,25
"Pitfield Street North,Hoxton",465,51.53558,-0.08249,28
"Whiston Road, Haggerston",466,51.534464,-0.076341,21
"Southern Grove, Bow",467,51.523538,-0.030556,17
"Cantrell Road, Bow",468,51.521564,-0.022694,24
"Lindfield Street, Poplar",469,51.513757,-0.020467,44
"Mostyn Grove, Bow",470,51.530535,-0.025492,46
"Hewison Street, Old Ford",471,51.533283,-0.028155,19
"Malmesbury Road, Bow",472,51.529452,-0.027616,21
"Millharbour, Millwall",473,51.496137,-0.019355,19
"Castalia Square, Cubitt Town",474,51.498125,-0.011457,39
"Lightermans Road, Millwall",475,51.499041,-0.020157,57
"Stebondale Street, Cubitt Town",476,51.489096,-0.009205,29
"Spindrift Avenue, Millwall",477,51.49109,-0.018716,36
"Stepney Green Station, Stepney",478,51.521889,-0.04667,21
"Pott Street, Bethnal Green",479,51.527152,-0.058005,20
"Flamborough Street, Limehouse",480,51.5128711,-0.0389866,25
"Saunders Ness Road, Cubitt Town",481,51.487129,-0.009001,35
"Thornfield House, Poplar",482,51.509843,-0.02377,26
"Albert Gardens, Stepney",483,51.51328,-0.047784,33
"Bromley High Street, Bow",484,51.528828,-0.013258,24
"Old Ford Road, Bethnal Green",485,51.531127,-0.048017,24
"Granby Street, Shoreditch",486,51.525645,-0.069543,37
"Canton Street, Poplar",487,51.511811,-0.025626,23
"Reardon Street, Wapping",488,51.506946,-0.058681,22
"Christian Street, Whitechapel",489,51.513074,-0.064094,34
"Pennington Street, Wapping",490,51.508622,-0.065006,45
"Queen Mary's, Mile End",491,51.522507,-0.041378,45
"The Green Bridge, Mile End",492,51.524677,-0.03562,63
"South Quay East, Canary Wharf",494,51.50196,-0.016251,36
"Bow Church Station, Bow",495,51.528169,-0.018703,39
"Devons Road, Bow",496,51.52512,-0.015578,39
"Merchant Street, Bow",497,51.526177,-0.0274677,27
"Bow Road Station, Bow",498,51.527058,-0.025296,42
"Furze Green, Bow",499,51.519265,-0.021345,36
"Ansell House, Stepney",500,51.519806,-0.055731,41
"Cephas Street, Bethnal Green",501,51.522561,-0.054883,24
"Cleveland Way, Stepney",503,51.520893,-0.051394,36
"St. John's Park, Cubitt Town",504,51.496454,-0.009506,30
"Ackroyd Drive, Bow",505,51.520398,-0.026768,29
"Bell Lane, Liverpool Street",506,51.517475,-0.075855,23
"Clarkson Street, Bethnal Green",507,51.528692,-0.059091,31
"Fournier Street, Whitechapel",508,51.519362,-0.074431,18
"Fore Street, Guildhall",509,51.517842,-0.090075,19
"Westferry DLR, Limehouse",510,51.509303,-0.025996,41
"Sutton Street, Shadwell",511,51.511066,-0.053558,33
"Pritchard's Road, Bethnal Green",512,51.532091,-0.06142,30
"Watney Market, Stepney",513,51.5142228,-0.055656,51
"Portman Square, Marylebone",514,51.516204,-0.155525,17
"Russell Gardens, Olympia",515,51.500088,-0.211316,24
"Chrisp Street Market, Poplar",516,51.5112,-0.014438,18
"Ford Road, Old Ford",517,51.532513,-0.033085,17
"Antill Road, Mile End",518,51.528224,-0.037471,30
"Teviot Street, Poplar",519,51.518811,-0.011662,33
"Bancroft Road, Bethnal Green",520,51.526041,-0.047218,21
"Driffield Road, Old Ford",521,51.534137,-0.037366,19
"Clinton Road, Mile End",522,51.525941,-0.036017,36
"Langdon Park, Poplar",523,51.51549,-0.013475,24
"Lancaster Gate , Bayswater",524,51.511654,-0.179668,38
"Lancaster Drive, Blackwall",526,51.503143,-0.008428,27
"Hansard Mews, Holland Park",527,51.503802,-0.215808,20
"Clarges Street, Mayfair",528,51.507326,-0.145827,16
"Manresa Road, Chelsea",529,51.486892,-0.170983,18
"Newby Place, Poplar",530,51.508896,-0.012413,18
"Twig Folly Bridge, Mile End",531,51.530326,-0.042744,21
"Jubilee Plaza, Canary Wharf",532,51.50357,-0.020068,63
"Wellington Row, Bethnal Green",533,51.528222,-0.069743,33
"Goldsmith's Row, Haggerston",534,51.531864,-0.066035,27
"Gloucester Avenue, Camden Town",535,51.537349,-0.147154,24
"Queensbridge Road, Haggerston",536,51.53385,-0.06992,35
"Old Montague Street, Whitechapel",537,51.51793,-0.067937,18
"Naval Row, Blackwall",538,51.508981,-0.00699,21
"Hoxton Station, Hoxton",539,51.531091,-0.075901,22
"Albany Street, The Regent's Park",540,51.528302,-0.144466,27
"Green Park Station, Mayfair",541,51.506613,-0.142844,28
"Salmon Lane, Limehouse",542,51.514115,-0.033828,33
"Lansdowne Walk, Ladbroke Grove",543,51.509591,-0.204666,21
"Percival Street, Finsbury",544,51.526153,-0.102208,22
"Arlington Road, Camden Town",545,51.539957,-0.145246,24
"New Fetter Lane, Holborn",546,51.517428,-0.107987,21
"East India DLR, Blackwall",547,51.509474,-0.002275,51
"Westminster Bridge Road, Elephant & Castle",548,51.498386,-0.107913,26
"Gaywood  Street, Elephant & Castle",549,51.49605,-0.104193,45
"Harford Street, Mile End",550,51.521564,-0.039264,23
"Montgomery Square, Canary Wharf",551,51.503447,-0.016233,39
"Watney Street, Shadwell",552,51.511542,-0.056667,27
"Regent's Row , Haggerston ",553,51.535678,-0.062546,24
"Aberfeldy Street, Poplar",554,51.513548,-0.005659,16
"Heron Quays DLR, Canary Wharf",556,51.502661,-0.021596,27
"King Edward Street, St Pauls",557,51.51601,-0.0985,20
"Page Street, Westminster",558,51.493978,-0.127554,24
"Abbotsbury Road, Holland Park",559,51.501391,-0.205991,24
"Ladbroke Grove Central, Ladbroke Grove",560,51.511624,-0.205921,21
"Rectory Square, Stepney",561,51.518369,-0.043371,22
"Bury Place, Holborn",562,51.51746,-0.12335,21
"Preston's Road, Cubitt Town",563,51.499286,-0.009152,26
"Somerset House, Strand",564,51.509943,-0.117619,41
"Selby Street, Whitechapel",565,51.521905,-0.063386,17
"Westfield Ariel Way, White City",566,51.509158,-0.224103,42
"Bishop's Bridge Road West, Bayswater",568,51.51616,-0.18697,18
"Pitfield Street Central, Hoxton",569,51.53213,-0.08299,30
"Upper Bank Street, Canary Wharf",570,51.503083,-0.017676,36
"Westfield Southern Terrace ,Shepherd's Bush",571,51.506256,-0.218337,29
"Greenland Road, Camden Town",572,51.539099,-0.141728,36
"Limerston Street, West Chelsea",573,51.485587,-0.18119,18
"Eagle Wharf Road, Hoxton",574,51.53356,-0.09315,45
"Alpha Grove, Millwall",576,51.497304,-0.022793,23
"Globe Town Market, Bethnal Green",577,51.528869,-0.047548,20
"Hollybush Gardens, Bethnal Green",578,51.527607,-0.057133,32
"Queen Street 2, Bank",579,51.511246,-0.093051,36
"Doddington Grove, Kennington",580,51.48692917,-0.102996299,36
"New Cavendish Street, Marylebone",581,51.519167,-0.147983,18
"Abingdon Green, Westminster",583,51.497622,-0.125978,20
"Ilchester Gardens, Bayswater",584,51.51244,-0.19096,21
"Mudchute DLR, Cubitt Town",586,51.490645,-0.014582,31
"Monument Street, Monument",587,51.50964,-0.08497,22
"Hoxton Street, Hoxton",588,51.52959,-0.0801,27
"Drayton Gardens, West Chelsea",589,51.487196,-0.179369,18
"Greenberry Street, St.John's Wood",590,51.53256,-0.16862,26
"Westfield Library Corner, Shepherd's Bush",591,51.506093,-0.2242237,27
"Bishop's Bridge Road East, Bayswater",592,51.5171,-0.18377,20
"Northdown Street, King's Cross",593,51.531066,-0.11934,21
"Kingsway Southbound, Strand",594,51.513875,-0.117774,33
"Hammersmith Road, Hammersmith",595,51.493267,-0.21985,22
"Parson's Green , Parson's Green",596,51.472817,-0.199783,21
"Fulham Park Road, Fulham",597,51.473471,-0.20782,27
"Southerton Road, Hammersmith",598,51.494499,-0.228188,38
"Manbre Road, Hammersmith",599,51.485743,-0.223616,28
"South Lambeth Road, Vauxhall",600,51.481747,-0.124642,21
"BBC White City, White City",601,51.514767,-0.225787,36
"Union Grove, Wandsworth Road",602,51.472993,-0.133972,45
"Caldwell Street, Stockwell",603,51.477839,-0.116493,44
"St Martins Close, Camden Town",604,51.538792,-0.138535,18
"Seymour Place, Marylebone",605,51.520331,-0.163667,29
"Addison Road, Holland Park",606,51.504199,-0.210941,26
"Putney Bridge Station, Fulham",607,51.468814,-0.210279,21
"Colet Gardens, Hammersmith",608,51.491093,-0.216493,29
"Sugden Road, Clapham",609,51.46512358,-0.157788279,19
"Danvers Street, West Chelsea",610,51.48256792,-0.172078187,21
"Princedale Road , Holland Park",611,51.50646524,-0.208486599,20
"Wandsworth Rd, Isley Court, Wandsworth Road",612,51.46925984,-0.141812513,30
"Woodstock Grove, Shepherd's Bush",613,51.50403821,-0.217400093,24
"Bradmead, Battersea Park",614,51.47817208,-0.144690541,40
"Finlay Street, Fulham",615,51.4768851,-0.215895601,24
"Aintree Street, Fulham",616,51.48102131,-0.209973497,24
"Elysium Place, Fulham",617,51.47107905,-0.207842908,21
"Eel Brook Common, Walham Green",618,51.47625965,-0.193254007,24
"Irene Road, Parsons Green",619,51.4737636,-0.197010096,43
"Surrey Lane, Battersea",620,51.47518024,-0.167160736,28
"Wandsworth Town Station, Wandsworth",621,51.46086446,-0.187427294,33
"Lansdowne Road, Ladbroke Grove",622,51.50748124,-0.205535908,29
"Nantes Close, Wandsworth",623,51.46193072,-0.180791784,22
"Courland Grove, Wandsworth Road",624,51.4729184,-0.132102704,40
"Queen's Circus, Battersea Park",625,51.47761941,-0.149551631,28
"Normand Park, West Kensington",626,51.48438657,-0.20481514,24
"Holden Street, Battersea",627,51.4687905,-0.158230901,20
"William Morris Way, Sands End",628,51.46881971,-0.184318843,26
"Morie Street, Wandsworth",629,51.45995384,-0.190184054,28
"Clarence Walk, Stockwell",630,51.47073264,-0.126994068,28
"Battersea Park Road, Nine Elms",631,51.4795017,-0.141770709,27
"Sheepcote Lane, Battersea",632,51.47053858,-0.163041605,28
"Vereker Road, West Kensington",633,51.48959104,-0.209378594,32
"Brook Green South, Brook Green",634,51.49434708,-0.215804559,33
"Greyhound Road, Hammersmith",635,51.48606206,-0.214428378,37
"South Park, Sands End",636,51.46706414,-0.193502076,27
"Spencer Park, Wandsworth Common",637,51.45787019,-0.174691623,25
"Falcon Road, Clapham Junction",638,51.46663393,-0.169821175,28
"Coomer Place, West Kensington",639,51.48357068,-0.202038682,27
"Silverthorne Road, Battersea",640,51.47286577,-0.148059277,28
"Archbishop's Park, Waterloo",641,51.49824168,-0.117495865,23
"Fawcett Close, Battersea",642,51.46916161,-0.174485792,36
"All Saints' Road, Portobello",643,51.5190427,-0.204764421,22
"Rainville Road, Hammersmith",644,51.48373225,-0.223852256,36
"Great Suffolk Street, The Borough",645,51.50173215,-0.100292412,21
"Buckingham Gate, Westminster",646,51.49886563,-0.137424571,16
"Richmond Way, Shepherd's Bush",647,51.50035306,-0.217515071,27
"Peterborough Road, Sands End",648,51.46904022,-0.19627483,30
"World's End Place, West Chelsea",649,51.48180515,-0.18027465,22
"St. Mark's Road, North Kensington",650,51.51687069,-0.213872396,23
"Thorndike Close, West Chelsea",651,51.48089844,-0.183853573,25
"Evesham Street, Avondale",652,51.51148696,-0.218190203,29
"Simpson Street, Clapham Junction",653,51.47084722,-0.17070367,25
"Ashmole Estate, Oval",654,51.48267821,-0.117661574,34
"Crabtree Lane, Fulham",655,51.48294452,-0.219346128,27
"Broomhouse Lane, Parsons Green",656,51.46841875,-0.199135704,29
"Blythe Road West, Shepherd's Bush",657,51.4996806,-0.221791552,21
"Ethelburga Estate, Battersea Park",658,51.47729232,-0.16478637,30
"Grant Road West, Clapham Junction",659,51.46437067,-0.174619404,57
"West Kensington Station, West Kensington",660,51.49087074,-0.206029743,22
"All Saints Church, Portobello",661,51.51632095,-0.202608612,37
"Phene Street, Chelsea",662,51.48498496,-0.167919869,24
"Clarendon Road, Avondale",663,51.51323001,-0.211593602,24
"Austin Road, Battersea Park",664,51.474376,-0.155442787,24
"Smugglers Way, Wandsworth",665,51.46108367,-0.191722864,28
"Olympia Way, Olympia",666,51.49610093,-0.208158259,38
"Shepherd's Bush Road North, Shepherd's Bush",667,51.5015946,-0.222293381,34
"Ravenscourt Park Station, Hammersmith",668,51.49422354,-0.236769936,26
"Teversham Lane, Stockwell",669,51.47614939,-0.1232585,39
"Ashley Crescent, Battersea",670,51.46718562,-0.152248582,28
"Parsons Green Station, Parsons Green",671,51.475089,-0.201968,56
"Grant Road Central, Clapham Junction",672,51.4646884,-0.173656546,28
"Hibbert Street, Battersea",673,51.46517078,-0.18038939,36
"Carnegie Street, King's Cross",674,51.53546778,-0.11619105,40
"Usk Road, Clapham Junction",675,51.46348914,-0.182126248,30
"Hartington Road, Stockwell",676,51.47787084,-0.126874471,35
"Heath Road, Battersea",677,51.46866929,-0.146544642,27
"Esmond Street, Putney",678,51.46231278,-0.211468596,30
"Orbel Street, Battersea",679,51.47453545,-0.170210533,26
"Westbridge Road, Battersea",680,51.47768469,-0.170329317,28
"Bishop's Avenue, Fulham",681,51.47303687,-0.214749808,46
"Crisp Road, Hammersmith",682,51.48810829,-0.22660621,46
"Dorothy Road, Clapham Junction",683,51.46506424,-0.163750945,28
"Neville Gill Close, Wandsworth",684,51.45475251,-0.195197203,32
"Osiers Road, Wandsworth",685,51.46067005,-0.198735357,30
"Beryl Road, Hammersmith",686,51.48814438,-0.222456468,26
"Northfields, Wandsworth",688,51.46095151,-0.20066766,28
"Spanish Road, Clapham Junction",689,51.45922541,-0.180884959,30
"Stanley Grove, Battersea",690,51.47047503,-0.152130083,24
"Erin Close, Walham Green",691,51.47946386,-0.195777222,24
"Cadogan Close, Victoria Park",692,51.54211855,-0.028941601,22
"Felsham Road, Putney",693,51.464786,-0.215618902,18
"Putney Rail Station, Putney",694,51.46071722,-0.216526155,20
"Islington Green, Angel",695,51.53638435,-0.102757578,21
"Charing Cross Hospital, Hammersmith",696,51.48728535,-0.217995921,21
"Charlotte Terrace, Angel",697,51.53639219,-0.112721065,25
"Shoreditch Court, Haggerston",698,51.53908372,-0.070329419,35
"Belford House, Haggerston",699,51.5366541,-0.07023031,39
"Battersea Church Road, Battersea",700,51.47696496,-0.174347066,25
"Vicarage Crescent, Battersea",701,51.47287627,-0.176267008,30
"Durant Street, Bethnal Green",702,51.52868155,-0.065550321,24
"St. Bride Street, Holborn",703,51.51505991,-0.10534448,25
"Mexfield Road, East Putney",704,51.45682071,-0.202802098,18
"Upper Richmond Road, Putney",705,51.45971528,-0.212145939,25
"Snowsfields, London Bridge",706,51.50215353,-0.083632928,31
"Barons Court Station, West Kensington",707,51.49021762,-0.215087092,32
"Disraeli Road, Putney",708,51.46161068,-0.21614583,33
"Montserrat Road , Putney",709,51.46321128,-0.215550761,23
"Albert Bridge Road, Battersea Park",710,51.47439218,-0.163347594,20
"Everington Street, Fulham",711,51.48335692,-0.216305546,31
"Mile End Stadium, Mile End",712,51.51854104,-0.034903714,22
"Hawley Crescent, Camden Town",713,51.54100708,-0.14326094,22
"Stewart's Road, Wandsworth Road",714,51.47311696,-0.137235175,28
"Aylward Street, Stepney",715,51.51563007,-0.049067243,22
"Stainsby Road , Poplar",716,51.51542791,-0.02356501,24
"Dunston Road , Haggerston",717,51.53658514,-0.075885686,43
"Ada Street, Hackney Central",718,51.53571683,-0.060291813,45
"Victoria Park Road, Hackney Central",719,51.53642464,-0.054162264,34
"Star Road, West Kensington",720,51.48724429,-0.205279052,24
"Wendon Street, Old Ford",721,51.53603947,-0.026262677,18
"Finnis Street, Bethnal Green",722,51.52458353,-0.058631453,19
"Stephendale Road, Sands End",723,51.46822047,-0.190346493,48
"Alma Road, Wandsworth",724,51.45799126,-0.184806157,28
"Thessaly Road North, Wandsworth Road",725,51.47732253,-0.138748723,28
"Alfreda Street, Battersea Park",726,51.47505096,-0.150908371,22
"Chesilton Road, Fulham",727,51.47569809,-0.20587627,23
"Putney Bridge Road, East Putney",728,51.46199911,-0.206240805,29
"St. Peter's Terrace, Fulham",729,51.47893931,-0.208485293,24
"Bridge Avenue, Hammersmith",730,51.49208492,-0.229116862,18
"Michael Road, Walham Green",731,51.47727637,-0.189210466,37
"Duke Street Hill, London Bridge",732,51.50630441,-0.087262995,21
"Park Lane, Mayfair",733,51.50542628,-0.150817316,18
"Plough Terrace, Clapham Junction",734,51.46230566,-0.175407201,31
"Grant Road East, Clapham Junction",735,51.46489445,-0.17302926,35
"Queensdale Road, Shepherd's Bush",736,51.50659035,-0.216104479,28
"Fulham Broadway, Walham Green",737,51.47993289,-0.19411695,26
"Imperial Road, Sands End",738,51.47514228,-0.187278987,37
"Hortensia Road, West Brompton",739,51.48176572,-0.185273723,28
"Sirdar Road, Avondale",740,51.51092871,-0.214594781,26
"Freston Road, Avondale",741,51.5129814,-0.219486603,23
"Oxford Road, Putney",743,51.46079243,-0.212607684,29
"Ingrave Street, Clapham Junction",744,51.46745485,-0.172293499,30
"Upcerne Road, West Chelsea",745,51.47816972,-0.18243547,29
"Lots Road, West Chelsea",746,51.4795738,-0.17903854,24
"Ormonde Gate, Chelsea",747,51.48796408,-0.161765173,24
"Hertford Road, De Beauvoir Town",748,51.53727795,-0.079201849,25
"Haggerston Road, Haggerston ",749,51.53932857,-0.074284675,37
"Culvert Road, Battersea",750,51.4710956,-0.157850096,27
"Newton Street, Covent Garden",751,51.51612862,-0.120909408,24
"Manfred Road, East Putney",752,51.45816465,-0.20600248,29
"Hammersmith Town Hall, Hammersmith",753,51.49263658,-0.234094148,28
"Grenfell Road, Avondale",754,51.5129006,-0.214762686,24
"The Vale, Chelsea",755,51.48512191,-0.174971902,24
"Prince of Wales Drive, Battersea Park",756,51.47515398,-0.159169801,21
"Harcourt Terrace, West Brompton",757,51.48795853,-0.187404506,24
"Westbourne Park Road, Portobello",758,51.51787005,-0.201005397,23
"Broadley Terrace, Marylebone",759,51.52456169,-0.165668686,18
"Rossmore Road, Marylebone",760,51.52526975,-0.163795009,18
"Humbolt Road, Fulham",761,51.48321729,-0.211860644,27
"Storey's Gate, Westminster",762,51.50070305,-0.129698963,21
"Mile End Park Leisure Centre, Mile End",763,51.52059714,-0.032566533,47
"St. John's Road, Clapham Junction",764,51.46239255,-0.16829214,33
"Ranelagh Gardens, Fulham",765,51.46760141,-0.20682737,39
"Ram Street, Wandsworth",766,51.45752945,-0.192165613,25
"Santos Road, Wandsworth",767,51.45705988,-0.200806304,30
"Clapham Common North Side, Clapham Common",768,51.46134382,-0.159322467,37
"Sandilands Road, Walham Green",769,51.473611,-0.191803,21
"Gwendwr Road, West Kensington",770,51.491026,-0.209121,30
"Rifle Place, Avondale",771,51.509224,-0.216016,21
"Binfield Road, Stockwell",772,51.47250956,-0.122831913,35
"Tallis Street, Temple",773,51.511891,-0.107349,24
"Hurlingham Park, Parsons Green",774,51.470131,-0.20464,20
"Little Brook Green, Brook Green",775,51.496664,-0.223868,33
"Abyssinia Close, Clapham Junction",776,51.460333,-0.167029,20
"Limburg Road, Clapham Junction",777,51.4619230679,-0.165297856693,21
"Houndsditch, Aldgate",779,51.514449,-0.077178979,28
"Imperial Wharf Station, Sands End",780,51.474665,-0.18316517,25
"Victoria & Albert Museum, South Kensington",781,51.496653,-0.172065,30
"Halford Road, West Kensington",782,51.483911,-0.19760944,24
"Monier Road, Hackney Wick",783,51.5403115,-0.021630359,27
"East Village, Queen Elizabeth Olympic Park",784,51.546326,-0.00993526,34
"Aquatic Centre, Queen Elizabeth Olympic Park",785,51.54094,-0.010510565,64
"Lee Valley VeloPark, Queen Elizabeth Olympic Park",786,51.549369,-0.015717614,44
"Timber Lodge, Queen Elizabeth Olympic Park",787,51.546805,-0.01469126,35
"Copper Box Arena, Queen Elizabeth Olympic Park",788,51.544836,-0.019524752,33
"Podium, Queen Elizabeth Olympic Park",789,51.538718,-0.011889482,39
"Stratford Station, Stratford",790,51.541793,-0.00481,28
"Blackfriars Road, Southwark",792,51.505461,-0.10454093,41
"Cromer Street, Bloomsbury",793,51.528279,-0.11955857,28
"Lansdowne Way Bus Garage, Stockwell",794,51.474567,-0.12458,28
"Melton Street, Euston",795,51.527566,-0.13484927,28
"Coram Street, Bloomsbury",796,51.524,-0.12640984,29
"Ossulston Street, Somers Town",797,51.5293,-0.12827903,30
"Birkenhead Street, King's Cross",798,51.5301998755,-0.122299440803,26
"Kings Gate House, Westminster",799,51.4976984561,-0.137598896295,24
"Sopwith Way, Battersea Park",800,51.4811219398,-0.149035374873,30
"Lavington Street, Bankside",801,51.5052241745,-0.0980318118664,29
"Albert Square, Stockwell",802,51.4765900593,-0.118256789081,32
"Southwark Street, Bankside",803,51.5054099403,-0.0983410884509,23
"Good's Way, King's Cross",804,51.5346677396,-0.125078652873,27
"Bevington Road, North Kensington",805,51.5200694188,-0.206338384307,27
"Handyside Street, King's Cross",806,51.5372405623,-0.124807385707,27
"Bevington Road West, North Kensington",807,51.5212,-0.20888818,24
"Stockwell Roundabout, Stockwell",808,51.4734862092,-0.122555629777,33
"Lincoln's Inn Fields, Holborn",809,51.5162778834,-0.118272991635,28
"Tate Modern, Bankside",810,51.5067252868,-0.0988072461627,30
"Westferry Circus, Canary Wharf",811,51.5057030357,-0.0277727426235,36
"Here East North, Queen Elizabeth Olympic Park",812,51.5487311915,-0.0226065549321,28
"New Spring Gardens Walk, Vauxhall",813,51.4878074485,-0.122759625866,37
"Clapham Road, Lingham Street, Stockwell",814,51.4714330677,-0.123670735702,30
"Lambeth Palace Road, Waterloo",815,51.5000891978,-0.116628700672,35
"Here East South, Queen Elizabeth Olympic Park",816,51.5465327935,-0.0205975904647,28
"Riverlight South, Nine Elms",817,51.4813354746,-0.138212295869,26
"One Tower Bridge, Bermondsey",818,51.503127803,-0.078655507365,13
"Belvedere Road 2, South Bank",819,51.50621,-0.114842,38
"Victory place, Walworth",820,51.492605,-0.0929949,24
"Battersea Power Station, Battersea Park",821,51.4835074867,-0.147714557371,26
